Id,Date,latitude,longitude,PK_SiteClass,ClassName,SiteName,Description,FK_Site,Elevation
118,x10/18/2020,31.48519546,-110.5832266,a9393784-c038-4d75-b4fc-35a80caf8c34,Headquarters Pasture,03-05-03-00338-007-C02,From Shapefile,42a5b335-a2e6-46b7-a551-f87dbe4cbd60,
119,x10/17/2020,32.45898625,-110.690015,f7cb6188-1c24-4a50-a963-37cfed9b9922,Upper Alder Pasture,03-05-05-00507-002-C03,From Shapefile,be0ee6a1-45cc-4367-831a-6551c36b0888,
120,x10/18/2010,31.37419633,-110.7570127,b2caae6f-715d-4435-8448-37e64c19a5da,Lower Alisos Pasture,03-05-03-00353-006-C03,,2aaf7fd3-a79f-4709-8d0b-92f68fa511bf,4700
121,x10/13/2009,31.86507039,-109.9213592,192c3e83-9b72-45d0-983e-37ee66f7e84a,Black Diamond Pasture,03-05-01-00158-587-C01,Transect Start,c09c0664-2ce0-4267-86f6-ab5d51dc62f7,5150
122,x9/22/2020,31.66366779,-110.7406609,d2d3d16c-9c27-4a36-bb24-3901945a1ba1,Pilar Pasture,03-05-02-00247-001-C01A,2015 Site,c2664576-ed7d-4541-a55f-6a14654d9c68,
123,x9/28/2011,31.44281181,-111.4014315,27383cd0-52b4-453a-99c8-3b98b56e8c81,Lower Fresnal Pasture,03-05-02-00203-002-C02,,880c22ff-715a-413f-9593-9493cbbcd830,3912
124,x10/17/2020,31.85957163,-110.3598725,fc9ee0fe-0072-4fc1-997b-3c21813bdd06,Rickett Pasture,03-05-03-00306-005-C03,,9d856836-009d-40ec-8b28-e0b4eee4cbc7,
125,x9/19/2020,31.64485231,-109.3350779,8ec874a8-d6b5-474f-ac7a-3e063b10f41a,Doane Pasture,03-05-01-00123-232-C04,From Shapefile,71970615-c842-44c6-93bd-5b39142a5d09,
126,x9/14/2020,31.57717504,-109.4141508,6eb65108-2801-4d15-a369-3e08f4463e06,Big East Pasture,03-05-01-00124-242-C02,From Site Notes,43ed1f8a-6a40-4393-a7b3-887903573475,5013
127,x9/14/2020,31.57669572,-109.3945495,6eb65108-2801-4d15-a369-3e08f4463e06,Big East Pasture,03-05-01-00124-242-C03,From Shapefile,c940da3f-ea94-43bf-b099-443cc73917b6,
128,x10/1/2015,31.37857127,-111.038102,48791faa-a650-4ec8-b0d7-3ea68466df4e,Lower Marstellar Pasture,03-05-02-00218-002-C06,From Site Notes,2923f83d-844c-44c5-b2d7-aa359470ffdf,4306
129,x10/17/2020,32.67370256,-109.755243,ce04d474-e178-464b-b80b-3f2c749a586c,Veach Pasture,03-05-04-00416-16A-K01,From Shapefile,c01c8cb0-e30d-4679-b3a4-923f280373fb,
130,x11/24/2010,32.60432622,-109.7557986,ce04d474-e178-464b-b80b-3f2c749a586c,Veach Pasture,03-05-04-00416-16A-K02,,9fc1c0f4-82c1-448e-a97d-35ddca5c5755,
131,x10/17/2020,31.5727717,-110.4810904,21fdf239-c805-4d82-9a2a-401c7185ccf5,Lyle Pasture,03-05-03-00328-001-C01,From Shapefile,87a6da0b-b4ea-4f93-ac7c-60c1064918bb,
132,x2/10/2014,31.42038059,-110.6571833,8779f722-1e81-47a0-bb2b-409d0ac16dea,Forest Pasture,03-05-03-00350-001-C01,,dca4a98e-280c-4d47-9303-077b768fd850,5180
133,x11/12/2015,31.44887721,-109.0577601,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C01,From Shapefile,1a917593-2415-45c1-8536-e3ca51fb0fc9,5250
134,x11/12/2015,31.44193218,-109.0512647,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C02,From Shapefile,43538818-2431-4f45-8fab-50a209cbe50b,5275
135,x9/19/2020,31.44052784,-109.0777116,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C03,From Shapefile,f1c7a085-f670-4fd4-b8ec-7a5cba7847a9,
136,x9/22/2020,31.6896044,-109.3234554,97595e59-d164-41d8-8657-41453d56543b,Lower Tex Pasture,03-05-01-00121-123-C02,From Shapefile,4aebf4a4-fd60-41ff-a1e4-435a0789dfcd,
137,x10/16/2020,32.67214705,-109.9896636,b27e0c4b-0f9f-485e-9f2e-41730ffb38be,Bonita Pasture,03-05-04-00424-24A-K01,From Shapefile,0f78a880-bfa0-443a-9654-420e2ba17fe4,
138,x10/17/2020,32.2949109,-110.6662524,1fa6072e-dbf0-418c-876d-41c3a943b051,Palo Verde Pasture,03-05-05-00504-008-C01,From Shapefile,f3288072-717b-400c-b191-0dbb605e8d0c,
139,x10/10/2012,31.82123396,-110.3699004,ff7be869-de12-43cd-aeb4-4208829a3cb9,French Joe Trap Pasture,03-05-03-00318-001-C06,,e334da2b-2e72-46c3-9e18-dce489090b62,
140,x9/21/2020,31.91968874,-109.9324732,bb3f6254-7bda-45ec-a94e-42536b12f284,Grapevine Pasture,03-05-01-00157-574-C05,From Site Notes,f8c7950c-9d8d-435d-b7c0-74c17f767cdd,4911
141,x10/20/2009,31.84490594,-109.4060148,d198ef91-6ddc-4457-964f-4261feed4686,Southwest Pasture,03-05-01-00111-114-C01,T1 Start,2998aa5f-d95c-4884-bd18-40f09189a23d,5575
142,x11/15/2012,32.62804152,-110.242647,42e27281-a6e9-4286-87d3-43f2fc2c12e5,Paddy's River Pasture,03-05-04-00430-30A-K01,,67a83789-892c-47d0-8552-a7df61b6a75e,
143,x11/15/2012,32.61214284,-110.2300552,42e27281-a6e9-4286-87d3-43f2fc2c12e5,Paddy's River Pasture,03-05-04-00430-30A-K03,,267ebcb4-bcc0-43dc-ae09-d733f6d6b49c,
144,x10/11/2011,31.83319038,-110.3833035,b52899cf-1381-4702-a742-43ff67b9b468,Star Pasture,03-05-03-00306-008-C03,,7961dd1e-1c12-4575-990c-ec3de303c652,
145,x10/17/2020,31.42043132,-110.4346699,95d866c3-c76b-4bb7-a145-4454c1f73af3,75 Pasture,03-05-03-00326-016-C01,,81e7fb81-60fc-4fe7-b927-2877925c7052,
146,x9/25/2012,31.38795783,-110.6554606,f3334615-6efa-4122-a19e-445df92f92b6,Two Pasture,03-05-03-00345-003-C02,,e80b1a1d-8404-400d-a734-e057fa7af1f2,
147,x9/19/2020,31.53846461,-108.9974875,06ba19a5-8b62-4d85-9a67-44603cd025f2,Graves Pasture,03-05-01-00133-331-C01,From Site Notes,1e2ac70b-28d7-452d-9485-22583a67f252,
148,x9/19/2020,31.51018329,-108.9590201,2e214b70-ba0c-4482-be46-4481ad97d732,Lower Forest Pasture,03-05-01-00137-371-C02,From Shapefile,105928f3-4d51-4c69-9c33-aca9817f3456,
149,x9/21/2010,31.607534,-110.7654962,f5e2a8fa-4d09-4119-9238-45284f5e28c2,Smith-Stevens Pasture,03-05-02-00250-008-P01,,51d7d137-5ff8-4519-b0e6-f5fe8e2e724c,
150,x10/7/2010,31.59761457,-110.7538414,f5e2a8fa-4d09-4119-9238-45284f5e28c2,Smith-Stevens Pasture,03-05-02-00250-008-P06,,185b5755-b535-4935-bd18-38165ef45f7d,4580
151,x10/3/2011,32.52528642,-109.771742,6c54ff51-9096-4c5b-9134-45e03cfb9023,Upper Home Pasture,03-05-04-00418-18J-K01,,16a6c959-178b-4926-a497-ff6f09e81e01,
152,x9/19/2020,31.49608409,-108.925862,6d6d28d9-e363-4f64-9d70-466c5f39df4b,House Pasture,03-05-01-00137-374-C03,From Shapefile,ad017160-8e68-4732-b020-3eb523284535,
153,x10/5/2009,31.57278182,-110.4574531,c531eb7f-0b14-4596-a70a-47315b1c7e82,Sycamore Pasture,03-05-03-00344-001-C01,,21907eeb-e63d-42cd-b0f7-c4b309a89597,
154,x10/26/2011,31.47849641,-110.5201321,ab5a868e-f06a-48be-b6c7-47aff62554f0,Upper Pauline Pasture,03-05-03-00332-006-C02,Rock Carin,7c619583-e85d-4e5e-97c5-43d009bf4f99,5557
155,x11/16/2009,31.61581092,-110.8876297,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C01,,21fa5fd8-a7dd-4ed1-9c29-0001a4d755a4,4565
156,x11/17/2009,31.61406618,-110.8571096,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C02,,c80c4c54-6e7d-4069-b4fd-13fb55fef771,5587
157,x11/12/2009,31.63682892,-110.8831225,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C03,,582a98cc-d71b-40d3-b1f7-ae1e27397b05,5103
158,x11/12/2009,31.61515972,-110.8761489,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C05,,3cf2ab51-7758-403e-a7fe-2bce0bce08b3,4605
159,x10/16/2020,32.7503749,-110.4314393,4ebe289c-cc88-47de-9e9d-4967750ec01d,Copper Creek Pasture,03-05-04-00444-44A-K01,From Shapefile,6b7da9ed-1b3b-4785-b5cf-2a1eb6641d4a,
160,x9/18/2012,32.72475868,-110.4379301,4ebe289c-cc88-47de-9e9d-4967750ec01d,Copper Creek Pasture,03-05-04-00444-44A-K02,,91e51c92-3a93-4999-bf0b-f9b86513f7d0,5230
161,x12/11/2012,32.70089605,-109.8146595,fb3b7da0-8044-4d4b-8f0b-4986c60f7042,Upper Marijilda Pasture,03-05-04-00415-15C-K01,,19aaa549-6ca5-4e27-ac10-d6b0b8c4f60c,5584
162,x10/17/2011,32.54787127,-109.805269,7d4753d0-92c0-4330-add7-4b6373f8bbf3,Upper Cove Pasture,03-05-04-00418-18D-K01,,27944c02-fae5-40dc-9429-aaa8a4fc0adf,
163,x9/22/2009,31.54605266,-110.5891617,2ee2ee08-cf2d-4dcb-89aa-4c4568a610cc,Pinto Pasture,03-05-03-00334-013-C02,north aspect- top of ridge near trail.  Park on dam of pinto tank-transect approx. 600' from tank.,820e292a-bc3e-4986-88da-0e4d160a973c,5500
164,x10/17/2020,31.4279203,-110.2578888,25512e9e-48e1-4040-aa71-4c89ea49d744,Miller Canyon Pasture,03-05-03-00330-001-C01,,43fad14a-ff71-4d16-875c-1baae85e3385,
165,x10/17/2020,32.39498125,-110.6118492,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C01,From Shapefile,5d876115-2ea6-4fd9-b23c-652c7373409e,
166,x10/17/2020,32.40574917,-110.6380053,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C02,From Site Notes,97a1e574-2417-4482-bb23-8d7c9be7a048,
167,x10/17/2020,32.41078397,-110.6169819,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C03,From Shapefile,4f03c67e-dcbb-488e-ad68-0c94aebe0031,
168,x9/21/2020,31.6158002,-109.3618327,bd23d0f7-4805-43d1-9b24-4d126edd2ca2,Halfmoon Pasture,03-05-01-00125-252-C02,From Shapefile,711ec162-a952-42e5-9ade-139c69d6d0b4,
169,x9/21/2020,31.59488475,-109.3571929,bd23d0f7-4805-43d1-9b24-4d126edd2ca2,Halfmoon Pasture,03-05-01-00125-252-C03,From Shapefile,ec7ece6d-200a-4ebe-b59c-7a31e8f2d15b,
170,x10/5/2009,31.37459404,-111.1626549,994aff8f-c94f-4024-8ed6-4d8cbb079249,Border Pasture,03-05-02-00208-002-C02,,9b85da44-35ed-426d-bdf4-760b815ab42a,4694
171,x10/17/2020,31.51159365,-110.4684225,199b6088-4217-4969-b43d-4dbc814af0dc,Algerita Pasture,03-05-03-00327-007-C01,From Shapefile,b8864843-4b94-4e9a-a9c7-aee8dd167179,
172,x10/15/2012,31.53693558,-110.5451789,dc087567-8693-4427-b90f-4e417c101b7a,Bull Pasture,03-05-03-00332-002-C01,,19ce1126-01bc-4afc-bee2-670b36b6b25b,
173,x10/17/2020,32.48440029,-110.8559955,1288de2c-3a9d-4abe-a745-4eeb309915b1,Iron Springs Pasture,03-05-05-00513-003-C03,From shapefile,257926a3-62bc-4513-9cf5-9582990c7e43,
174,x11/12/2009,31.8994097,-109.2174609,970a416d-baff-481c-9a7f-4f7dc6c284a0,Whisker Pasture,03-05-01-00107-706-C01,Start T1,17f1e839-3a27-4458-83cd-10443b1f1b19,5729
175,x9/29/2009,31.74146179,-110.7214832,9d135846-4b3c-4fcf-9ddc-51095ddb55fb,Gardner Pasture,03-05-02-00241-004-C04,,9404875f-1c8d-4295-88e4-33bd16e26eba,5070
176,x12/10/2014,31.73404597,-110.7095236,9d135846-4b3c-4fcf-9ddc-51095ddb55fb,Gardner Pasture,03-05-02-00241-004-K15,,8c3842ff-00bd-4315-895f-dbf9879149f1,5017
177,x10/4/2012,32.58505631,-110.2172986,5022501c-14a6-478d-abc8-5109c7d1c56f,South Pasture,03-05-04-00431-31B-K01,,39bad8d2-5b8c-492f-a446-586f68f04046,
178,x10/17/2020,31.56513469,-110.6004796,5c04ab35-6c78-4b92-86bc-5158b9044275,La Falda Pasture,03-05-03-00334-010-C01,,de39bca9-e519-4b03-b6fb-427ade7da564,
179,x11/23/2010,32.58647939,-110.7845588,073d3ea0-c1e0-440e-bd6f-51ba8c7e7a0d,Irene Pasture,03-05-05-00503-004-C05,,0f12c933-3964-486a-8ae7-0a8e05d6bccb,4635
180,x9/22/2011,32.53356788,-109.7114465,71c6c568-9e66-4108-8767-5269ff9296d5,Oak Draw Pasture,03-05-04-00418-18G-K01,,90c827fc-9680-460e-8af3-35957d70c24d,
181,x9/19/2020,31.63660103,-109.0136468,acc7dac6-08dc-4d8c-bc98-52d2dcfe7949,Long Canyon Pasture,03-05-01-00129-295-C02,From Shapefile,ec6b0e94-8e92-4c50-8b30-0100b9eb2fb1,
182,x9/15/2011,32.56266968,-109.7188061,48e2948a-b8eb-408a-b5f1-532562a5f2ff,South Pasture,03-05-04-00417-17H-K01,,8fde5111-0c7a-4cef-b52c-1006b3c6a5f1,
183,x12/13/2010,32.53865705,-110.2473385,1738baf3-ebab-4597-bfce-548948fcd376,Knob Tank Pasture,03-05-04-00434-34A-K01,,a847eb0e-eba4-4541-b77b-bb5545e2022d,
184,x10/17/2020,32.52316636,-110.2409833,1738baf3-ebab-4597-bfce-548948fcd376,Knob Tank Pasture,03-05-04-00434-34A-K02,From Shapefile,6b5493a9-b042-4195-b3fb-cdf71e93c5a5,
185,x9/21/2010,31.58693066,-110.7626176,93652571-e2bd-4c53-ad0e-54aa1be172a0,Gringo Pasture,03-05-02-00250-007-C04,,fe444648-6088-47c1-b95f-a0cea543d581,
186,x10/16/2020,32.90412628,-110.2217214,eaf011d9-8c33-4e60-901a-54ba8bfe59a7,Holdout Pasture,03-05-04-00404-04X-K01,From Shapefile,4e1d1724-6cbb-4c84-a71a-c26038132232,
187,x10/17/2020,31.48119371,-110.6895357,a4e49616-97c3-4e3e-b463-55e246724b81,Middle Pasture,03-05-03-00319-002-C03,From Shapefile,86b56d9b-6a31-4cae-8ce1-0a17452d07d6,4950
188,x9/11/2012,32.595793,-109.8514326,97f107f5-3a9d-489e-a02e-55f9abe35cc8,Stockton Pass Pasture,03-05-04-00419-19C-K01,,b4652a4c-9a18-4c8a-8c1e-e5a51bd5c65a,5778
189,x10/16/2020,32.52774171,-110.3650274,7c44063e-761d-41ff-955e-5680c3de2209,Bayless Pasture,03-05-04-00440-40A-K01,From Shapefile,76aa4b43-d4c1-4e04-a45f-5ca42213c51e,
190,x11/22/2011,32.91674005,-110.1663212,61e8183a-72a6-4c3c-a77c-56a463629d8a,Kane Springs Pasture,03-05-04-00405-05A-K02,,53a84df1-0adf-4080-becb-4f28a7193efe,
191,x10/16/2020,32.48582226,-109.8303653,478d253e-e29f-46dc-8ba6-56df1f5b18aa,Snake Pasture,03-05-04-00452-52C-K01,From Shapefile,fc5b37a6-e80a-48a4-986a-7be861ed4e55,
192,x9/22/2020,32.09195566,-109.2773039,8fe263f5-1a4d-4c80-8bc4-5717dc6fac56,Willie Rose Pasture,03-05-01-00147-471-C01,From Shapefile,8e60698c-3002-4364-8ec0-244d09ea3f81,
193,x9/22/2020,32.08442282,-109.2672956,8fe263f5-1a4d-4c80-8bc4-5717dc6fac56,Willie Rose Pasture,03-05-01-00147-471-C02,From Shapefile,672df74c-bf49-4888-9638-394506b3a500,4729
194,x10/4/2012,32.59681003,-110.2245492,007ea815-c29f-4ae9-850b-571a720c9736,North Pasture,03-05-04-00431-31A-K02B,,746ed9b1-1b2a-4d9a-a86f-b22509a01734,
195,x10/17/2020,31.39927155,-110.6868814,60c9ce2b-845c-4b23-ac52-599fdd312d16,Three Pasture,03-05-03-00345-004-C06,From Site Notes,17eccef7-e672-4c7a-abf0-6c4eb4adc92b,
196,x10/13/2010,31.46898847,-110.6867337,de38516d-ba2c-499b-a67f-5a62213738bb,Big Canyon Pasture,03-05-03-00315-003-C05,,f4c57508-8f0e-4286-9ac8-175f162ce321,
197,x10/17/2020,32.18119584,-110.4662443,254917a6-5ba8-4ca2-8819-5aa775e08243,Lower Turkey Creek Pasture,03-05-05-00518-004-C01,From Shapefile,1e18126b-92ba-486f-b698-335202fe799f,
198,x10/17/2020,32.16074868,-110.4737448,254917a6-5ba8-4ca2-8819-5aa775e08243,Lower Turkey Creek Pasture,03-05-05-00518-004-C02,From Shapefile,7c89d637-863b-47c1-95de-1282e9610f1f,
199,x12/15/2009,31.87667242,-109.2370213,099b05a9-bc3e-4767-9455-5bcbddae31cb,Green House Pasture,03-05-01-00107-704-C02,Start T1,8903e105-c1a4-4de1-88a8-ddec59d2522c,6033
200,x11/18/2009,31.88478981,-109.2143598,099b05a9-bc3e-4767-9455-5bcbddae31cb,Green House Pasture,03-05-01-00107-704-C04,Start T1,27e9f83b-c50f-469c-9687-dfff18e87a1c,5570
201,x10/16/2020,32.73124318,-110.3987646,48f1ac36-a35b-45ea-8e9d-5d7becfd2320,Upper Pasture,03-05-04-00425-25A-K01,From Shapefile,47629250-9fad-4094-ab01-c915dd8e65c2,
202,x9/22/2020,31.53835684,-109.0708434,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C01,From Shapefile,5daf86f8-12a8-4af8-9ffa-b24d2150c443,
203,x9/22/2020,31.53394645,-109.0858782,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C02,From Shapefile,6a3e73f5-745c-405f-8ccc-c4a692d1e105,
204,x9/22/2020,31.52026007,-109.0929386,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C03,From Shapefile,b555aeca-1796-451e-ab52-57bbf798a25d,
205,x11/28/2012,32.69415306,-110.2952789,d56c8aa9-f8ce-4804-ab67-5ded3726737d,Willow Creek Pasture,03-05-04-00428-04A-K01,,f2fb269a-ccec-4040-9fbc-e04888219303,
206,x11/28/2012,32.70053997,-110.3083084,d56c8aa9-f8ce-4804-ab67-5ded3726737d,Willow Creek Pasture,03-05-04-00428-04A-K02,,b5c37f42-09e5-4a80-9e2d-c430a270774f,
207,x4/8/2006,32.37984931,-110.613668,12917330-e32d-4593-bcc4-5dee4bfc6d50,Iron Spring Pasture,03-05-05-00502-003-C08,,6340be75-6c06-4367-a2c0-a35206fe7a51,
208,x9/21/2020,31.93094158,-109.9285879,1fe96eb2-8ec6-4415-a954-5dfd25259ee3,Shield Pasture,03-05-01-00157-573-C03,From Site Notes,539cc048-4d22-45c5-bdcb-17b7a0fab61f,4648
209,x11/18/2009,31.64637765,-110.9228401,03936567-d8f9-404d-a256-5e558e38f987,West Pasture,03-05-02-00246-002-C04,,3a31dae9-9520-42e8-b17e-f5698d6d25b1,4416
210,x11/16/2009,31.63083307,-110.9103782,03936567-d8f9-404d-a256-5e558e38f987,West Pasture,03-05-02-00246-002-C06,,0ef0b279-52fb-49b2-b9d1-189dc541d5a0,4604
211,x9/22/2020,31.67509454,-109.3100988,923a165b-4957-47bc-8ebb-5e59de0206d2,Shake Pasture,03-05-01-00121-124-C01,From Shapefile,25d9c63a-692c-424e-b1d1-7ab319b3d5d4,
212,x11/16/2009,31.59859271,-108.9746928,8ad9e576-3de1-4b2c-837a-5e60d4f03063,North Forest Pasture,03-05-01-00136-002-C02,Start T1,4a3447c7-e573-48e6-a5c7-76afc37b2c8a,5548
213,x9/29/2010,31.65993861,-110.8108486,86a3a82f-a821-486a-b9c4-5e67717e31ce,Walker Basin Pasture,03-05-02-00250-001-C01,,0969f637-3be5-40be-b259-25d7eedd6f89,
214,x9/21/2020,31.92341352,-109.1781632,c8b7a748-60f3-411a-8762-5e84d2a065f0,Lower Silver Creek Pasture,03-05-01-00102-201-C01,T1,002e4408-ad6c-4b3f-a85e-7073d4cce12a,5380
215,x11/18/2009,31.62120231,-110.6608249,e87d56e4-d45d-4492-9572-5e95c787ada3,3-C Pasture,03-05-03-00314-012-C01,,e0b40dd2-121c-41c4-8347-d9d8a82f81f2,5210
216,x9/24/2013,31.59505318,-110.6183557,ccc6abdf-866d-4757-8ced-5eccd8bc61a8,Cordon Pasture,03-05-03-00334-006-C01,,4723b489-25b4-46be-a492-617a14870399,
217,x9/15/2010,31.34624715,-111.0188395,8e9698db-64c5-42cd-8fb7-5f772822d079,Green Pasture,03-05-02-00219-004-C05,,7644f828-72f9-4e47-82e7-00f94c9a7b0e,4335
218,x11/1/2010,31.34702072,-110.5500691,1c851a22-f7ce-453e-b129-5fca380a47e3,Canyon Pasture,03-05-03-00321-001-P01,,d89e1711-8751-4c45-a63e-18a79a521b05,4860
219,x10/15/2020,31.48067796,-111.2919122,0a24b812-3f88-44b6-88d8-5fe0a72fa8db,Yanks Pasture,03-05-02-00206-005-C04,From Shapefile,c734aac6-e770-4725-8b7b-ad0f9c425ffe,
220,x10/17/2020,31.48142498,-110.4710988,0d27a3f8-b18d-4a1f-a249-608fe081a1cd,Upper Lyle Pasture,03-05-03-00327-001-C01,,ea0a1a5f-a8ce-4821-a69f-9c830603fbee,
221,x10/16/2020,32.78078025,-109.9229188,877a227d-115a-441a-b509-60b7638c3552,Shingle Mill Pasture,03-05-04-00411-11A-K01,From Shapefile,e74af0e2-9d20-48bb-8d3b-2126f86d12f6,
222,x9/28/2010,31.62362652,-110.8321158,19c465f1-f39a-401a-9552-6154faefe560,Mountain Pasture,03-05-02-00250-002-C03,,56690867-029b-4dff-880f-32de9ae209a3,
223,x9/28/2010,31.64763078,-110.8430625,19c465f1-f39a-401a-9552-6154faefe560,Mountain Pasture,03-05-02-00250-002-P04,,e92ba3a3-5e9c-4813-9165-dd567eea47eb,
224,x11/16/2011,32.40396008,-110.0511663,1da17f8b-a118-48e9-b7d1-6169e921dd36,Oak Grove Pasture,03-05-04-00447-47A-K01,,6cde6239-d3ff-464d-b903-1d9d6a963d17,
225,x10/16/2020,32.3718936,-110.0466757,1da17f8b-a118-48e9-b7d1-6169e921dd36,Oak Grove Pasture,03-05-04-00447-47A-K02,From Shapefile,faf40e64-674a-462a-b7b6-488308a67b57,
226,x10/18/2020,31.53272802,-110.5031063,14ded491-e550-42a7-9cff-61c6bc02261f,House Pasture,03-05-03-00339-002-C03,,06fcd850-016e-4eee-935a-68377e4ee096,
227,x9/19/2020,31.85069309,-109.9818763,7dfa1b43-f65f-4eeb-808d-61cbb0e5ad90,Middle Pasture,03-05-01-00155-557-C02,From Shapefile,0522ca33-dba0-4b87-9626-68f8276d3ae5,
228,x12/16/2009,31.76094142,-109.3646334,fc9eee2e-3396-4e8f-ac99-622cb693b673,CCC Pasture,03-05-01-00114-146-C05,Start T1,df1a7d6f-44ba-4a98-b121-8e7e5bede3d4,5663
229,x10/17/2011,32.55922768,-109.7864363,7dbee968-8ce4-4541-a86d-62770dd27f8b,Lower Cove Pasture,03-05-04-00418-18E-K01,,b6203b43-c8d5-443e-ab78-4346d4097432,
230,x10/26/2011,31.56965012,-110.5553262,66c74f71-139f-4b9f-8903-632d15d81a68,West Pasture,03-05-03-00336-002-C02,,8dde7968-4ac0-44a7-af5d-fcbdd03eb6a7,
231,x10/17/2020,31.43781333,-110.6476384,303efa90-2c1a-4180-b3be-63a64234f153,Apache Pasture,03-05-03-00342-011-C05,From Site Notes,22c1808a-233c-422a-a284-cbad96e219af,
232,x10/17/2020,32.29409764,-110.6426875,2dc83f15-cc74-489e-b2e6-63b70aa696ea,Hill And Hill Pasture,03-05-05-00504-014-C02,From Shapefile,9a55efff-7675-4e90-bf7b-ac0a2681123d,
233,x10/17/2020,32.0791906,-110.5602837,96d543fc-378f-45bd-8e6d-644253209c5e,Upper Pasture,03-05-05-00525-003-C01,From Shapefile,1ea0a4cc-ada7-4544-989e-423a91407670,
234,x10/17/2020,32.05378131,-110.4567524,dda63881-d57a-4030-9cdd-655655d1773c,Lower Cumero Pasture,03-05-05-00520-001-C03,From Shapefile,d6fcb601-f34b-48eb-945b-c42ac7dc9a6c,
235,x10/17/2020,32.29268888,-110.5367508,afe045bf-41fc-4a6c-9da8-655730fdb694,East Park Pasture,03-05-05-00502-001-C10,From Shapefile,f20ed337-64cc-40bc-a5c5-07dcbb284b29,
236,x9/23/2009,31.50296696,-110.5796516,5f9c1573-5a65-4f63-97c9-66572045ebc0,North Pasture,03-05-03-00347-001-C01,start,82ab0a89-f6c9-4168-8d62-6479a0e0ce31,5275
